CustomerName,Age,MaritalStatus,IncomeRange,Gender,TotalChildren,ChildrenAtHome,Education,Occupation,HomeOwner,Cars
Austin Yang,43,0,75000,0,0,0,3,2,0,1
Austin Zhang,56,0,50000,0,4,2,2,2,1,2
Autumn Cai,56,1,75000,1,5,4,3,2,1,3
Autumn Chen,57,1,150000,1,4,1,4,4,1,4
Autumn Gao,52,1,50000,1,1,1,4,2,1,2
Autumn Guo,41,1,100000,1,0,0,4,5,1,3
Autumn He,46,0,25000,1,2,2,2,1,1,0
Autumn Huang,55,1,100000,1,5,4,3,5,1,3
Autumn Li,71,0,50000,1,5,0,1,2,1,3
Autumn Liang,39,1,50000,1,0,0,3,3,0,1
Autumn Lin,49,1,100000,1,3,3,4,5,1,0
Autumn Liu,36,1,25000,1,0,0,4,3,1,0
Autumn Lu,43,0,25000,1,0,0,1,1,0,2
Autumn Ma,37,1,25000,1,0,0,4,3,0,0
Autumn Sun,60,1,25000,1,1,0,4,3,1,0
Autumn Wang,63,1,50000,1,3,0,3,2,0,2
Autumn Wu,79,0,25000,1,1,0,5,3,1,0
Autumn Xu,44,0,50000,1,4,4,3,3,1,2
Autumn Zeng,48,0,75000,1,2,2,4,2,0,1
Autumn Zhang,66,1,75000,1,2,1,3,5,1,2
Autumn Zhao,49,0,50000,1,1,1,4,3,0,0
Autumn Zheng,71,0,75000,1,5,1,2,5,1,2
Autumn Zhou,52,0,75000,1,0,0,4,5,1,1
Autumn Zhu,39,0,50000,1,0,0,3,3,0,1
Bailey Adams,52,1,100000,1,5,5,3,5,1,3
Bailey Allen,59,1,25000,1,2,1,1,3,0,2
Bailey Bailey,68,1,75000,1,2,1,4,4,1,0
Bailey Baker,59,1,25000,1,2,1,1,3,1,2
Bailey Bell,72,0,75000,1,4,0,4,4,1,2
Bailey Brooks,51,0,150000,1,3,2,4,4,0,4
Bailey Carter,62,1,75000,1,2,0,1,2,0,2
Bailey Collins,43,0,100000,1,0,0,4,4,0,1
Bailey Cook,57,1,75000,1,1,0,3,2,1,1
Bailey Cooper,56,0,50000,1,0,0,4,5,1,1
Bailey Cox,81,0,50000,1,2,0,5,4,1,2
Bailey Evans,59,1,25000,1,1,0,3,1,1,0
Bailey Gonzalez,56,1,75000,1,1,0,3,2,1,1
Bailey Gray,62,1,25000,1,2,0,3,1,1,1
Bailey Green,42,0,50000,1,3,3,3,3,1,1
Bailey Hall,49,0,50000,1,0,0,3,2,0,1
Bailey Hernandez,57,0,50000,1,2,0,3,3,0,1
Bailey Hill,48,0,100000,1,3,0,4,4,0,3
Bailey James,36,0,50000,1,0,0,2,2,0,2
Bailey Kelly,56,0,100000,1,5,4,3,5,1,3
Bailey King,57,1,25000,1,2,0,3,1,1,1
Bailey Lopez,45,1,75000,1,1,0,5,5,1,0
Bailey Mitchell,55,1,75000,1,5,4,3,5,0,3
Bailey Morgan,67,1,50000,1,4,0,2,5,0,2
Bailey Morris,67,0,75000,1,2,1,3,5,1,2
Bailey Murphy,38,0,50000,1,0,0,3,2,1,1
Bailey Parker,49,0,75000,1,0,0,5,5,0,1
Bailey Peterson,63,1,25000,1,2,1,2,1,1,2
Bailey Phillips,46,1,50000,1,1,1,4,2,1,0
Bailey Ramirez,65,1,75000,1,4,2,3,5,1,1
Bailey Reed,53,0,100000,1,0,2,3,5,1,2
Bailey Richardson,46,0,75000,1,3,0,5,5,0,0
Bailey Rivera,53,0,75000,1,4,2,4,5,0,2
Bailey Roberts,47,1,75000,1,5,5,5,5,1,2
Bailey Rogers,61,0,100000,1,5,0,5,2,1,0
Bailey Sanchez,47,1,50000,1,1,1,4,2,1,1
Bailey Sanders,66,0,75000,1,4,2,3,5,1,1
Bailey Scott,52,1,100000,1,5,2,3,5,1,1
Bailey Stewart,56,1,150000,1,1,3,3,5,1,2
Bailey Torres,51,0,75000,1,0,0,4,5,0,1
Bailey Turner,66,1,75000,1,4,2,3,5,1,1
Bailey Ward,55,1,75000,1,1,0,3,2,1,1
Bailey Wright,51,1,50000,1,2,2,3,3,1,0
Bailey Young,41,1,50000,1,3,3,3,3,1,0
Barbara Andersen,49,1,50000,1,0,0,4,3,1,0
Barbara Ashe,52,0,75000,1,0,0,4,5,0,1
Barbara Beck,70,0,50000,1,2,0,3,3,0,2
Barbara Cai,60,1,75000,1,2,0,2,5,1,2
Barbara Chande,43,1,50000,1,0,0,5,2,1,0
Barbara Chen,38,0,50000,1,0,0,2,1,1,1
Barbara Deng,61,1,100000,1,2,0,2,2,1,2
Barbara Gao,57,0,25000,1,2,0,3,1,1,1
Barbara Goel,47,0,100000,1,1,0,5,4,1,0
Barbara He,50,1,25000,1,1,1,2,1,1,1
Barbara Hu,49,1,75000,1,5,5,4,5,0,3
Barbara Huang,44,0,150000,1,0,5,1,5,0,4
Barbara Jai,45,1,75000,1,1,1,5,2,1,0
Barbara Kumar,61,1,100000,1,2,0,3,2,1,2
Barbara Lal,64,1,50000,1,3,0,2,2,1,2
Barbara Li,50,0,100000,1,0,0,4,5,0,1
Barbara Liang,53,0,75000,1,0,0,4,5,1,2
Barbara Lin,79,1,25000,1,1,0,4,3,1,0
Barbara Liu,54,1,25000,1,1,0,4,1,1,0
Barbara Lu,54,1,150000,1,1,3,4,4,1,2
Barbara Luo,45,0,100000,1,0,0,4,5,1,4
Barbara Ma,37,0,50000,1,3,3,3,3,1,1
Barbara Nara,45,1,150000,1,0,5,1,4,1,4
Barbara Rai,47,0,50000,1,0,0,5,2,0,0
Barbara Raji,57,1,25000,1,2,0,3,1,0,1
Barbara Schultz,56,1,75000,0,5,4,3,2,1,3
Barbara Sharma,57,0,25000,1,2,0,3,1,0,1
Barbara Shen,76,1,50000,1,2,0,4,4,1,2
Barbara Tang,53,1,75000,1,0,0,4,5,0,2
Barbara Wang,55,1,50000,1,4,0,5,3,1,0
Barbara Wu,54,1,25000,1,1,0,5,3,1,0
Barbara Xie,58,1,50000,1,1,0,5,3,0,0
Barbara Xu,67,1,25000,1,2,1,2,2,1,2
Barbara Xu,50,1,100000,1,0,0,4,5,0,0
Barbara Ye,54,0,50000,1,1,0,3,3,0,1
Barbara Yuan,72,1,150000,1,3,4,4,4,1,3
Barbara Zeng,64,1,50000,1,3,0,2,2,1,2
Barbara Zhang,67,1,25000,1,2,1,1,3,1,2
Barbara Zhao,36,1,50000,1,0,0,2,2,1,2
Barbara Zheng,64,1,50000,1,3,0,2,2,1,2
Barbara Zhou,43,0,25000,1,0,0,1,1,0,2
Barbara Zhu,56,1,25000,1,1,1,2,1,1,1
Barry Arun,86,1,75000,0,3,0,5,4,0,1
Barry Fernandez,40,0,50000,0,0,0,2,2,0,2
Barry Garcia,66,0,75000,0,2,1,3,5,0,1
Barry Kovár,46,1,100000,0,0,5,2,4,1,4
Barry Lopez,47,1,100000,0,1,0,5,4,1,0
Barry Madan,38,0,50000,0,0,0,2,1,0,1
Barry Malhotra,57,1,50000,0,3,0,4,3,1,0
Barry Martinez,47,1,50000,0,0,0,5,3,1,0
Barry Patel,44,0,25000,0,0,0,1,1,0,2
Barry Perez,49,1,50000,0,5,5,2,2,0,1
Barry Prasad,36,0,25000,0,0,0,1,1,1,2
Barry Raman,44,1,75000,0,1,0,5,2,1,0
Barry Rana,53,1,50000,0,1,0,4,2,1,0
Barry Rodriguez,78,1,50000,0,1,0,5,3,1,0
Barry Sai,48,1,75000,0,2,2,4,5,1,1
Barry Sara,50,1,100000,0,0,0,4,5,1,0
Barry Srini,55,1,50000,0,4,0,5,3,1,0
Barry Subram,51,0,150000,0,2,2,4,4,1,3
Barry Suri,70,1,25000,0,5,0,2,2,1,2
Begoña Hurtado,48,0,75000,0,0,0,4,5,1,1
Ben Adams,50,0,100000,0,3,3,4,2,0,1
Benjamin Alexander,40,1,75000,0,0,0,3,5,0,2
Benjamin Anderson,62,1,25000,0,2,0,3,1,1,1
Benjamin Brown,43,0,100000,0,0,0,4,4,0,1
Benjamin Bryant,60,1,50000,0,1,0,3,3,1,1
Benjamin Butler,73,1,75000,0,5,0,4,4,1,2
Benjamin Chen,74,0,50000,0,4,0,4,4,1,2
Benjamin Clark,59,1,75000,0,2,0,1,2,1,2
Benjamin Coleman,54,0,100000,0,5,4,3,5,1,3
Benjamin Davis,36,0,25000,0,0,0,1,1,0,2
Benjamin Diaz,61,0,100000,0,3,2,3,5,1,0
Benjamin Flores,38,0,50000,0,3,3,3,3,1,2
Benjamin Foster,65,0,50000,0,3,0,3,5,1,2
Benjamin Garcia,49,1,50000,0,2,2,4,2,1,1
Benjamin Gonzales,60,1,100000,0,3,0,3,5,0,2
Benjamin Griffin,55,1,150000,0,1,3,4,4,1,3
Benjamin Harris,48,1,100000,0,0,0,4,4,1,1
Benjamin Hayes,54,0,50000,0,1,0,3,3,0,1
Benjamin Henderson,51,1,150000,0,1,1,5,4,1,4
Benjamin Hughes,36,1,50000,0,0,0,2,2,1,2
Benjamin Jackson,48,0,25000,0,2,2,2,1,1,1
Benjamin Jai,59,1,100000,0,2,0,3,5,1,1
Benjamin Johnson,48,1,75000,0,0,0,4,5,0,1
Benjamin Jones,41,1,50000,0,0,0,3,2,1,2
Benjamin Kumar,59,1,75000,0,2,0,2,5,0,2
Benjamin Lal,44,0,25000,0,0,0,1,1,1,2
Benjamin Lee,50,1,75000,0,3,3,4,2,1,0
Benjamin Lewis,57,1,75000,0,4,0,5,2,1,0
Benjamin Li,54,1,75000,0,1,0,3,2,1,1
Benjamin Long,59,1,50000,0,2,0,2,2,1,2
Benjamin Martin,67,1,75000,0,2,1,3,5,1,1
Benjamin Martinez,42,0,75000,0,0,0,3,5,1,2
Benjamin Miller,58,1,75000,0,3,2,4,5,1,0
Benjamin Moore,48,1,75000,0,2,2,4,2,1,0
Benjamin Patterson,47,0,100000,0,2,0,5,5,1,0
Benjamin Perry,57,0,75000,0,2,0,5,5,0,1
Benjamin Powell,52,1,75000,0,4,4,4,2,1,3
Benjamin Robinson,51,0,150000,0,3,2,4,4,0,4
Benjamin Rodriguez,74,1,50000,0,4,0,4,4,1,2
Benjamin Ross,59,1,50000,0,1,0,3,3,1,1
Benjamin Russell,59,1,75000,0,2,0,2,5,0,2
Benjamin Shan,37,0,50000,0,0,0,1,3,0,2
Benjamin Sharma,72,0,50000,0,4,0,2,5,1,2
Benjamin Simmons,54,1,75000,0,1,0,3,2,1,1
Benjamin Smith,65,1,50000,0,3,0,3,5,1,2
Benjamin Taylor,49,0,75000,0,0,0,5,5,0,1
Benjamin Thomas,55,1,75000,0,5,4,3,5,1,3
Benjamin Thompson,47,1,50000,0,0,0,4,3,0,0
Benjamin Walker,53,0,100000,0,0,0,3,5,0,2
Benjamin Wang,48,1,100000,0,4,4,4,4,1,1
Benjamin Washington,49,0,50000,0,2,2,4,2,0,1
Benjamin Wilson,51,1,150000,0,1,1,5,4,1,4
Benjamin Winter,55,0,100000,0,4,3,2,5,1,2
Benjamin Yang,59,0,25000,0,2,1,1,3,0,2
Benjamin Zhang,55,0,50000,0,4,0,5,3,1,0
Bernard Thames,59,1,25000,0,2,1,1,3,0,2
Beth Alonso,60,1,25000,1,2,0,3,1,1,0
Beth Alvarez,57,0,100000,1,5,0,4,5,0,1
Beth Blanco,60,1,25000,1,1,0,4,3,1,0
Beth Carlson,41,0,50000,1,0,0,2,2,1,2
Beth Diaz,81,1,75000,1,4,0,5,4,0,2
Beth Dominguez,74,1,25000,1,1,0,3,1,1,0
Beth Gill,48,1,75000,1,2,2,4,2,1,1
Beth Gomez,58,1,150000,1,1,3,3,5,1,3
Beth Gutierrez,46,0,50000,1,0,0,4,3,1,0
Beth Hernandez,66,0,25000,1,2,1,1,3,1,2
Beth Jiménez,80,0,50000,1,2,0,4,4,1,1
Beth Martin,68,1,25000,1,2,1,1,3,1,2
Beth Moreno,55,0,75000,1,1,0,4,5,1,1
Beth Navarro,55,1,50000,1,3,0,5,3,1,0
Beth Ortega,47,0,25000,1,2,2,2,1,1,0
Beth Romero,45,0,50000,1,0,0,2,1,0,1
Beth Rubio,55,1,75000,1,1,0,3,2,1,1
Beth Ruiz,37,0,50000,1,0,0,2,2,0,2
Beth Sanz,54,1,150000,1,1,3,4,4,1,2
Beth Serrano,58,0,100000,1,1,0,4,4,0,3
Beth Srini,69,1,25000,0,2,1,1,3,1,2
Beth Suarez,65,0,100000,1,4,1,2,5,1,3
Beth Torres,78,1,75000,1,3,0,5,4,1,2
Beth Vazquez,63,0,25000,1,2,1,2,1,1,2
Bethany Andersen,45,0,50000,1,2,2,3,3,1,2
Bethany Ashe,52,1,50000,1,1,0,4,2,1,0
Bethany Beck,38,0,50000,1,3,3,3,3,1,2
Bethany Chande,47,0,50000,1,1,0,4,3,1,0
Bethany Chander,42,0,75000,1,0,0,4,5,0,3
Bethany Deng,50,0,25000,1,1,1,2,1,0,1
Bethany Goel,60,0,100000,1,2,0,2,2,0,2
Bethany Jai,48,1,50000,1,0,0,5,3,1,0
Bethany Kumar,56,1,75000,1,1,0,3,2,1,1
Bethany Lal,49,0,25000,1,1,1,3,1,0,1
Bethany Luo,48,0,75000,1,5,5,4,5,1,4
Bethany Nara,74,1,25000,1,1,0,3,1,1,0
Bethany Nath,48,0,75000,1,0,0,4,5,0,1
Bethany Pal,69,0,100000,1,5,0,1,2,1,2
Bethany Raheem,50,1,100000,1,5,5,4,5,1,3
Bethany Raje,40,0,25000,1,0,0,2,1,0,1
Bethany Raji,42,0,50000,1,0,0,3,3,1,1
Bethany Shan,52,0,75000,1,3,3,4,5,1,2
Bethany She,89,1,25000,1,4,0,2,1,0,2
Bethany Shen,74,1,50000,1,1,0,4,3,1,0
Bethany Tang,55,1,50000,1,4,0,5,3,0,0
Bethany Xu,54,0,25000,1,1,0,5,3,1,0
Bethany Yuan,69,1,25000,1,2,1,1,3,1,2
Bharat Mirchandani,51,0,25000,0,4,3,1,1,1,2
Bianca Cai,64,1,50000,1,3,0,2,2,0,2
Bianca Chen,40,0,75000,1,0,0,4,5,1,2
Bianca Gao,55,0,75000,1,1,0,3,2,1,1
Bianca Guo,66,1,75000,1,2,1,3,5,1,1
Bianca Harrison,58,1,25000,1,1,0,4,1,1,0
Bianca Hu,55,1,50000,1,4,3,2,2,1,3
Bianca Huang,58,1,50000,1,1,0,4,3,1,0
Bianca Liang,46,0,25000,1,2,2,2,1,1,0
Bianca Lin,57,1,100000,1,1,0,4,5,1,1
Bianca Liu,43,1,100000,1,0,5,2,4,1,2
Bianca Lu,58,1,150000,1,2,4,3,5,1,2
Bianca Ma,57,1,150000,1,4,1,4,4,1,4
Bianca Wang,43,0,25000,1,0,0,1,1,1,2
Bianca Wu,38,0,25000,1,0,0,4,3,1,0
Bianca Yang,42,1,50000,1,1,1,4,2,1,0
Bianca Zhao,48,0,75000,1,0,0,4,5,1,1
Bianca Zheng,56,0,150000,1,5,3,3,5,1,4
Bianca Zhu,43,0,25000,1,0,0,1,1,1,2
Bianca Zimmerman,60,1,25000,1,3,0,1,3,0,2
Billy Alonso,44,1,100000,0,0,0,4,5,1,3
Billy Alvarez,49,0,75000,0,0,0,3,2,0,1
Billy Blanco,69,0,50000,0,3,0,3,3,0,2
Billy Carlson,72,1,25000,0,4,0,2,2,0,2
Billy Diaz,71,1,150000,0,3,4,4,4,1,4
Billy Dominguez,52,1,50000,0,1,0,4,2,1,0
Billy Gill,53,0,75000,0,0,0,4,5,0,1
Billy Gomez,65,1,100000,0,4,1,2,5,0,3
Billy Gutierrez,44,1,50000,0,0,0,2,1,0,1
Billy Hernandez,43,0,50000,0,0,0,2,1,0,1
Billy Jiménez,56,1,25000,0,1,1,2,1,1,1
Billy Martin,53,1,25000,0,3,2,1,1,1,2
Billy Moreno,50,1,50000,0,1,1,4,2,1,2
Billy Munoz,57,1,50000,0,3,0,4,3,1,0
Billy Ortega,59,1,75000,0,3,2,3,5,1,0
Billy Romero,65,1,25000,0,2,1,1,3,1,2
Billy Rubio,65,1,100000,0,4,1,2,5,1,2
Billy Ruiz,68,1,75000,0,2,1,3,5,1,2
Billy Schmidt,46,0,25000,0,0,0,3,1,0,1
Billy Serrano,52,1,25000,0,3,2,1,1,1,2
Billy Suarez,49,1,75000,0,5,5,4,5,0,3
Billy Torres,50,1,50000,0,0,0,4,5,1,0
Birgit Seidel,43,1,100000,1,0,5,2,4,0,2
Blake Adams,50,1,75000,0,0,0,5,2,1,0
Blake Allen,45,1,75000,0,1,1,5,2,1,0
Blake Anderson,59,0,100000,0,2,0,2,5,1,2
Blake Baker,57,0,50000,0,2,0,3,3,1,1
Blake Barnes,56,1,75000,0,1,0,3,2,0,1
Blake Bennett,78,1,75000,0,3,0,5,4,1,2
Blake Brown,53,0,75000,0,4,2,4,5,1,2
Blake Bryant,59,1,100000,0,2,0,3,5,1,1
Blake Butler,62,0,100000,0,3,1,2,5,1,2
Blake Campbell,61,1,100000,0,5,0,5,2,0,0
Blake Carter,43,0,50000,0,0,0,2,1,1,1
Blake Clark,48,0,100000,0,4,4,4,4,1,1
Blake Coleman,64,1,75000,0,2,1,2,5,1,2
Blake Collins,41,0,50000,0,0,0,3,3,0,1
Blake Davis,39,1,50000,0,0,0,3,2,1,1
Blake Diaz,60,1,150000,0,3,4,1,5,1,4
Blake Edwards,62,1,50000,0,1,0,2,3,1,1
Blake Evans,59,1,100000,0,2,1,4,4,1,1
Blake Flores,68,1,75000,0,2,1,3,5,1,1
Blake Foster,67,1,75000,0,2,1,4,4,1,0
Blake Garcia,54,1,75000,0,1,0,3,2,1,1
Blake Gonzales,71,0,75000,0,4,0,4,4,1,2
Blake Gonzalez,51,1,50000,0,3,3,4,2,1,1
Blake Green,56,1,50000,0,4,2,2,2,1,2
Blake Griffin,48,1,75000,0,2,2,4,5,1,1
Blake Hall,79,1,50000,0,3,0,5,4,1,2
Blake Harris,43,1,75000,0,0,0,3,2,1,1
Blake Hayes,72,0,75000,0,4,0,5,4,1,2
Blake Henderson,39,0,75000,0,0,0,3,2,1,2
Blake Hernandez,55,1,75000,0,1,0,3,2,1,1
Blake Hill,58,1,75000,0,5,4,5,5,1,1
Blake Hughes,43,1,50000,0,1,0,5,2,1,0
Blake Jackson,44,1,75000,0,1,1,4,2,1,0
Blake Jenkins,65,1,150000,0,4,5,3,5,0,3
Blake Johnson,46,0,75000,0,4,0,5,5,1,0
Blake Jones,62,1,75000,0,3,1,2,5,1,1
Blake Lee,66,1,75000,0,2,1,3,5,1,1
Blake Lewis,44,1,75000,0,1,0,5,2,1,0
Blake Long,58,0,150000,0,2,4,3,5,0,0
Blake Lopez,74,1,75000,0,5,0,4,4,1,2
Blake Martin,68,0,50000,0,2,1,2,5,1,2
Blake Martinez,51,1,150000,0,2,2,4,4,1,3
Blake Miller,41,0,25000,0,0,0,1,1,0,1
Blake Mitchell,42,0,50000,0,0,0,5,2,1,0
Blake Moore,49,1,75000,0,2,2,4,2,1,1
Blake Nelson,42,0,75000,0,0,0,3,5,1,2
Blake Parker,39,1,50000,0,0,0,1,3,0,2
Blake Patterson,58,0,75000,0,1,0,4,5,1,1
Blake Perez,53,1,75000,0,4,2,4,5,1,2
Blake Perry,39,0,50000,0,0,0,3,2,0,2
Blake Phillips,69,1,100000,0,5,0,4,4,1,2
Blake Powell,44,0,50000,0,0,0,5,2,0,0
Blake Price,50,0,100000,0,0,0,5,2,0,0
Blake Roberts,67,1,100000,0,4,1,2,4,1,3
Blake Robinson,57,1,75000,0,4,0,5,2,1,0
Blake Rodriguez,50,1,75000,0,0,0,5,5,1,0
Blake Ross,68,1,75000,0,2,1,3,5,1,1
Blake Russell,47,0,50000,0,2,2,4,2,1,0
Blake Scott,56,0,50000,0,0,0,4,5,0,1
Blake Simmons,53,0,50000,0,0,0,4,5,0,1
Blake Taylor,58,1,25000,0,1,0,4,1,1,0
Blake Thomas,54,1,100000,0,3,2,3,5,1,4
Blake Thompson,54,1,100000,0,5,4,3,5,1,2
Blake Turner,84,1,50000,0,4,0,2,5,0,2
Blake Walker,45,0,75000,0,1,0,5,2,1,0
Blake Washington,59,1,100000,0,2,1,4,4,1,1
Blake White,58,1,75000,0,4,0,5,2,1,0
Blake Williams,40,0,25000,0,0,0,2,1,0,1
Blake Wilson,56,1,75000,0,1,0,3,2,0,1
Blake Wright,68,1,75000,0,2,1,3,5,1,1
Blake Young,62,1,75000,0,3,0,1,2,1,2
Bob Alan,45,0,100000,0,0,5,2,4,1,4
Bob Chapman,36,0,25000,0,0,0,1,1,0,2
Bob Fernandez,78,1,150000,0,2,3,4,4,0,4
Bob Garcia,45,1,25000,0,0,0,1,1,0,2
Bob Gonzalez,65,1,150000,0,4,5,2,5,1,3
Bob Kapoor,69,0,150000,0,4,5,1,5,0,3
Bob Lopez,54,1,25000,0,1,0,5,3,1,0
Bobby Mehta,50,0,100000,0,3,3,4,2,0,1
Bobby Perez,39,0,50000,0,0,0,3,3,0,1
Bobby Prasad,56,1,25000,0,1,1,2,1,0,1
Bobby Raman,39,0,50000,0,0,0,3,3,1,1
Bobby Ray,73,1,50000,0,2,0,4,4,0,2
Bobby Rodriguez,61,1,100000,0,2,0,2,2,0,2
Bobby Sai,50,0,75000,0,0,0,5,2,0,0
Bobby Sanchez,50,1,50000,0,0,0,4,5,0,0
Bobby Saunders,58,1,150000,0,4,1,4,4,1,3
Bobby Subram,50,1,50000,0,1,1,4,2,1,2
Bobby Suri,36,0,50000,0,0,0,1,3,0,2
Bobby Van,51,1,50000,0,3,3,4,2,1,3
Bonnie Andersen,38,0,25000,1,0,0,2,1,0,1
Bonnie Beck,63,0,50000,1,2,0,3,2,1,2
Bonnie Chande,36,0,25000,1,0,0,3,1,0,1
Bonnie Deng,49,0,50000,1,1,1,4,3,0,1
Bonnie Goel,64,0,25000,1,3,0,3,1,0,2
Bonnie Jai,57,1,150000,1,0,1,5,4,1,3
Bonnie Kennedy,55,1,25000,1,1,0,4,1,1,0
Bonnie Lal,79,0,25000,1,2,0,4,3,1,1
Bonnie Luo,52,0,25000,1,3,3,2,1,1,0
Bonnie Nara,58,0,25000,1,2,0,3,1,0,1
Bonnie Nath,72,1,100000,1,5,0,4,4,1,2
Bonnie Pal,75,1,100000,1,5,0,4,4,1,2
Bonnie Rai,39,1,25000,1,0,0,2,1,0,1
Bonnie Raje,46,1,150000,1,0,5,1,5,1,4
Bonnie Raji,82,1,75000,1,4,0,5,4,1,2
Bonnie Shan,66,0,150000,1,0,5,3,4,0,4
Bonnie Sharma,37,1,25000,1,0,0,4,3,1,0
Bonnie She,47,0,25000,1,0,0,3,1,0,1
Bonnie Shen,58,1,150000,1,5,1,4,4,1,4
Bonnie Skelly,41,0,50000,1,0,0,2,2,1,2
Bonnie Tang,75,1,50000,1,1,0,4,3,1,0
Bonnie Xie,48,1,50000,1,0,0,5,3,1,0
Bonnie Xu,38,0,50000,1,0,0,3,2,0,1
Bonnie Yuan,55,1,50000,1,3,0,5,3,1,0
Brad Andersen,44,0,50000,0,0,0,2,1,0,1
Brad Ashe,52,0,75000,0,0,0,4,5,1,1
Brad Beck,70,0,100000,0,5,0,3,5,0,2
Brad Chande,56,0,50000,0,3,0,5,3,0,0
Brad Chander,66,1,50000,0,3,0,3,3,0,2
Brad Deng,42,1,50000,0,1,1,4,2,1,0
Brad Goel,66,1,25000,0,2,1,1,3,1,2
Brad Jai,53,1,75000,0,3,2,4,5,1,2
Brad Kumar,38,1,50000,0,0,0,3,2,0,1
Brad Lal,54,1,50000,0,4,3,2,2,1,2
Brad Nara,74,1,25000,0,3,0,3,1,1,1
Brad Nath,59,1,150000,0,2,4,3,5,0,3
Brad Oliver,60,1,75000,0,2,0,2,5,1,2
Brad Pritchett,36,0,50000,0,0,0,4,5,0,2
Brad Rai,59,0,75000,0,2,0,2,5,0,2
Brad Raje,68,0,150000,0,4,5,2,4,1,3
Brad Raji,47,0,100000,0,1,0,5,4,1,0
Brad Shan,56,1,75000,0,1,0,3,2,1,1
Brad Sharma,46,1,50000,0,0,0,4,3,1,0
Brad She,62,1,100000,0,4,2,2,5,1,1
Brad Tang,51,1,50000,0,1,0,4,2,1,0
Brad Xie,65,0,25000,0,3,0,3,1,1,2
Brad Xu,55,1,75000,0,5,4,3,2,1,3
Brad Yuan,39,1,75000,0,0,0,3,2,1,2
Bradley Anand,56,1,75000,0,5,4,3,2,1,3
Bradley Andersen,41,1,25000,0,0,0,1,1,0,2
Bradley Beck,80,1,25000,0,1,0,5,3,1,0
Bradley Carson,36,0,25000,0,0,0,4,3,0,0
Bradley Chande,74,0,25000,0,2,0,3,1,1,1
Bradley Goel,54,1,75000,0,5,4,4,5,0,2
Bradley Jai,78,1,150000,0,2,4,5,4,1,3
Bradley Kumar,66,1,150000,0,4,5,3,4,1,2
Bradley Lal,76,1,50000,0,2,0,3,3,0,2
Bradley Luo,38,0,50000,0,3,3,3,3,0,2
Bradley Nara,60,1,25000,0,1,0,4,3,1,0
Bradley Pal,45,0,150000,0,0,5,1,4,0,4
Bradley Rai,45,1,100000,0,0,5,2,4,1,3
Bradley Raje,55,0,50000,0,4,0,5,3,0,0
Bradley Raji,39,0,25000,0,0,0,4,3,1,0
Bradley Sharma,45,0,50000,0,2,2,3,3,1,1
Bradley She,72,1,25000,0,4,0,2,2,1,2
Bradley Shen,63,0,75000,0,3,1,1,2,1,2
Bradley Tang,47,0,50000,0,0,0,5,3,0,0
Bradley Xie,75,0,25000,0,2,0,3,1,0,1
Bradley Xu,52,0,25000,0,2,2,2,1,1,2
Bradley Yuan,38,0,25000,0,0,0,4,3,1,0
Brandi Alonso,49,1,100000,1,5,5,5,4,1,3
Brandi Ashe,38,0,50000,1,0,0,2,1,0,1
Brandi Blanco,39,1,25000,1,0,0,2,1,1,1
Brandi Carlson,52,0,25000,1,3,3,2,1,1,0
Brandi Diaz,50,1,50000,1,0,0,4,5,0,0
Brandi Dominguez,45,0,25000,1,0,0,1,1,0,2
Brandi Gill,59,0,150000,1,2,4,3,5,1,3
Brandi Gomez,49,1,75000,1,5,5,4,5,0,4
Brandi Gutierrez,48,1,25000,1,1,1,3,1,1,0
Brandi Hernandez,45,0,100000,1,0,5,2,4,1,4
Brandi Jiménez,48,0,75000,1,0,0,4,5,0,1
Brandi Martin,52,1,150000,1,3,2,4,4,1,4
Brandi Munoz,74,0,25000,1,2,0,3,1,0,1
Brandi Navarro,80,0,25000,1,1,0,5,3,1,0
Brandi Ortega,42,0,50000,1,3,3,3,3,1,2
Brandi Romero,41,0,50000,1,0,0,3,3,0,1
Brandi Rubio,46,1,50000,1,1,1,4,2,1,1
Brandi Ruiz,55,1,25000,1,1,0,5,3,1,0
Brandi Sanz,49,1,25000,1,1,1,2,1,1,1
Brandi Serrano,54,0,75000,1,1,0,4,5,1,1
Brandi Suarez,40,1,75000,1,0,0,4,5,0,2
Brandi Vazquez,38,1,50000,1,0,0,2,1,0,1
Brandon Alexander,40,0,50000,0,0,0,3,2,1,1
Brandon Anderson,63,1,50000,0,1,0,4,2,1,1
Brandon Brown,68,0,75000,0,4,1,4,4,1,2
Brandon Bryant,50,1,50000,0,0,0,4,5,1,0
Brandon Butler,51,1,100000,0,4,1,3,5,1,4
Brandon Chen,64,1,75000,0,2,1,1,2,1,2
Brandon Clark,67,1,75000,0,2,1,3,5,0,2
Brandon Coleman,52,0,50000,0,0,0,4,5,0,1
Brandon Davis,51,1,150000,0,1,1,5,4,1,4
Brandon Diaz,76,0,75000,0,3,0,4,4,1,2
Brandon Flores,48,1,100000,0,4,4,4,4,1,1
Brandon Foster,53,0,75000,0,0,0,4,5,0,1
Brandon Garcia,61,0,75000,0,2,0,2,5,0,2
Brandon Gonzales,44,0,75000,0,1,0,5,2,1,0
Brandon Harris,42,0,50000,0,0,0,3,2,0,1
Brandon Hayes,51,1,50000,0,3,3,4,2,1,2
Brandon Henderson,73,1,75000,0,5,0,4,4,1,2
